Station code,Name of the station,srcYear,srcStateName,Minimum temperature for river water,Maximum temperature for river water,Minimum value of dissolved oxygen,Maximum value of dissolved oxygen,Minimum potential of Hydrogen value in river water,Maximum potential of Hydrogen value in river water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum of Nitrate N + Nitrite N required for river water,Maximum of Nitrate N + Nitrite N required for river water,Minimum of Faecal Coliforms required for river water,Maximum  of Faecal Coliforms required for river water,Minimum coliform required for river water,Maximum coliform required for river water,YearCode,Year
1266,SEONATH AT SHIMGA A/C WITH R. KHAROON,2012,CHHATTISGARH,23,33,7.4,8.1,7.3,7.6,110,515,2.6,3.9,1.5,92,,,33,240,2012,"Calendar Year (Jan - Dec), 2012"
3166,"SHEONATH AT JHINGHRI VILLAGE, A/C OF SAMODA NALLA",2012,CHHATTISGARH,23,33,6.6,8,7.3,7.6,327,334,1.8,2.5,0.41,0.64,,,150,2400,2012,"Calendar Year (Jan - Dec), 2012"
3167,"SHEONATH AT RAJNANDGAON, D/S AT MOHAD, RAJNANDGAON",2012,CHHATTISGARH,24,33,6.5,8.1,7.3,7.6,323,335,1.4,2.3,0.34,1.2,,,150,2400,2012,"Calendar Year (Jan - Dec), 2012"
1265,KHAROON AT RAIPUR U/S,2012,CHHATTISGARH,21,30,7.4,8.7,7.5,7.9,190,470,1,3.4,0.7,5.3,,,21,350,2012,"Calendar Year (Jan - Dec), 2012"
1847,"KHAROON B/C KHAPRI DRAIN, DURG, RAIPUR ROAD BRIDGE",2012,CHHATTISGARH,20,31,6.8,7.9,7.2,7.5,325,332,1.6,1.8,0.23,0.52,,,120,2400,2012,"Calendar Year (Jan - Dec), 2012"
1846,KHAROON A/C KHAPRI DRAIN,2012,CHHATTISGARH,20,30,6.7,7.7,7.3,7.6,325,338,1.6,2,0.4,0.59,,,150,2400,2012,"Calendar Year (Jan - Dec), 2012"
1853,"KHAROON RIVER BUNDRI, RAIPUR",2012,CHHATTISGARH,24,36,7.2,7.9,7.5,7.9,231,497,1.4,3.4,1.1,5.4,,,22,300,2012,"Calendar Year (Jan - Dec), 2012"
1105,HASDEO AT U/S KORBA,2012,CHHATTISGARH,25,28,3.8,7.2,7.2,7.3,,,0.8,2.4,0.96,1.8,,,40,90,2012,"Calendar Year (Jan - Dec), 2012"
1106,HASDEO AT U/S OF CHAMPA,2012,CHHATTISGARH,23,33,6.5,8,7,8,178,382,,,0.01,2.06,,,8,118,2012,"Calendar Year (Jan - Dec), 2012"
3165,"HASDEO 100 METER D/S A/C OF DENGUR NALLAH NERA C.S.E.B. EAST GUEST HOUSE, KORBA",2012,CHHATTISGARH,25,28,4,5.4,7.1,7.2,,,1.8,3.2,1.08,1.58,,,60,120,2012,"Calendar Year (Jan - Dec), 2012"
3168,"D/S OF HASDEO RIVER NR URGA, KORBA",2012,CHHATTISGARH,25,28,3.8,5.4,7.2,7.3,,,2,3.6,1.1,1.78,,,70,160,2012,"Calendar Year (Jan - Dec), 2012"
1848,ARPA RIVER D/S OF BILASPUR,2012,CHHATTISGARH,29,32,5.6,6.4,7.5,8,208,238,,,1.3,1.52,,,2400,2400,2012,"Calendar Year (Jan - Dec), 2012"
1849,KELO RIVER U/S OF RAIGARH,2012,CHHATTISGARH,22,30,6.9,7.3,7.4,7.6,254,310,1.1,1.1,1.19,1.27,,,64,460,2012,"Calendar Year (Jan - Dec), 2012"
1850,KELO RIVER D/S OF RAIGARH,2012,CHHATTISGARH,22,30,4.2,7.2,7.6,7.8,252,346,2.4,2.4,1.21,1.31,,,120,460,2012,"Calendar Year (Jan - Dec), 2012"
1267,IB AT SUNDARGARH,2012,ORISSA,21,35,7.1,9,7.2,8.2,121,198,1,2.2,0.03,2.84,330,2200,790,5400,2012,"Calendar Year (Jan - Dec), 2012"
1268,IB AT JHARSUGUDA (INTAKE),2012,ORISSA,22,35,6.7,8.8,6.9,8.4,118,196,0.5,2.2,0.01,1.76,230,9200,790,16000,2012,"Calendar Year (Jan - Dec), 2012"
1300,IB AT RAJ NAGAR U/S,2012,ORISSA,22,36,7.2,9.1,7,8.3,122,220,0.6,1.8,0.02,1.77,230,1700,330,2800,2012,"Calendar Year (Jan - Dec), 2012"
1269,IB AT BRAJRAJNAGAR D/S,2012,ORISSA,22,36,6.8,8.9,6.9,8.4,122,225,0.8,2.3,0.04,2.7,330,3500,490,5400,2012,"Calendar Year (Jan - Dec), 2012"
2403,BHEDEN RIVER B/C WITH IB RIVER,2012,ORISSA,20,32,6.4,10,7.1,8.2,119,495,1.3,2.3,0.03,1.19,220,1400,490,3500,2012,"Calendar Year (Jan - Dec), 2012"
1279,KUAKHAI AT BHUBANESWAR U/S,2012,ORISSA,25,37,3.9,7.7,7.2,8.4,179,217,1.4,3.4,0.27,2.34,700,11000,1700,17000,2012,"Calendar Year (Jan - Dec), 2012"
1280,KUAKHAI AT BHUBANESWAR D/S,2012,ORISSA,24,38,4.4,7.8,7,8.4,176,379,3,6,0.19,7.85,4600,54000,7000,200000,2012,"Calendar Year (Jan - Dec), 2012"
2410,DAYA AT BHUBANESWAR FU/S,2012,ORISSA,25,37,6.4,10.3,7.2,8.4,157,211,0.8,2.3,0.01,1.92,130,1300,400,2400,2012,"Calendar Year (Jan - Dec), 2012"
2411,DAYA AT BHUBANESWAR FD/S ( 2 KM A/C OF GANGUA NALLAH WITH RIVER DAYA),2012,ORISSA,24,38,3.9,7.8,7,8.3,180,373,1.4,4.1,0.11,9.11,4300,54000,5800,200000,2012,"Calendar Year (Jan - Dec), 2012"
1301,KATHAJODI AT CUTTACK D/S,2012,ORISSA,25,38,6.1,8.3,6.9,8.4,140,400,1.5,4.4,0.05,2.53,14000,92000,28000,200000,2012,"Calendar Year (Jan - Dec), 2012"
2412,SANKHA U/S(D/S MANDIRA DAM),2012,ORISSA,23,32,6.5,9.2,6.9,8.1,101,226,0.9,2.1,0.04,1.85,210,3500,490,5400,2012,"Calendar Year (Jan - Dec), 2012"
2408,TEL,2012,ORISSA,22,36,6.1,9.1,7.2,8.4,152,252,0.9,2.3,0.01,2.34,78,2800,170,5400,2012,"Calendar Year (Jan - Dec), 2012"
1640,BIRUPA AT CHOUDWAR,2012,ORISSA,22,35,6.1,16.2,7.3,8.4,145,242,0.7,2.1,0.08,4.87,700,5400,1700,9200,2012,"Calendar Year (Jan - Dec), 2012"
1037,BRAHMANI AT U/S PANPOSH,2012,ORISSA,23,33,5,8.7,7,8.3,107,206,1,6.3,0.092,0.5,1300,9200,2100,16000,2012,"Calendar Year (Jan - Dec), 2012"
1038,BRAHMANI AT D/S PANPOSH,2012,ORISSA,22,32,5.2,9.2,6.8,8.3,170,363,2.4,5.6,0.2,9.4,7900,54000,17000,92000,2012,"Calendar Year (Jan - Dec), 2012"
1302,BRAHMANI AT ROURKELA D/S,2012,ORISSA,24,33,5.2,8.6,7.2,8.1,171,338,2,4.4,0.45,6.37,2200,54000,3900,92000,2012,"Calendar Year (Jan - Dec), 2012"
2414,ROURKELA FDS AT BIRITOLA,2012,ORISSA,23,35,6.9,9.1,7.4,8.2,113,335,1.2,3,0.38,3.11,790,7900,2400,13000,2012,"Calendar Year (Jan - Dec), 2012"
1039,BRAHMANI AT BONAIGARH,2012,ORISSA,23,36,7.1,11.5,7,8.4,131,226,0.8,2,0.23,2.09,45,5400,130,9200,2012,"Calendar Year (Jan - Dec), 2012"
1040,BRAHMANI AT RENGALI,2012,ORISSA,24,36,0.3,9.9,6.8,8.3,99,180,1,2.6,0.06,2.01,20,2400,78,9200,2012,"Calendar Year (Jan - Dec), 2012"
1041,BRAHMANI AT SAMAL,2012,ORISSA,24,35,6.6,8.7,7.2,8.4,112,196,1.1,2.2,0.06,1.01,45,5400,170,9200,2012,"Calendar Year (Jan - Dec), 2012"
1303,BRAHMANI AT TALCHER U/S,2012,ORISSA,20,36,7,8.7,7.2,8.5,123,204,0.9,2.8,0.01,0.87,330,3500,790,9200,2012,"Calendar Year (Jan - Dec), 2012"
2415,"TALCHER FU/S (INTAKE WELL OF MCL, TALCHER)",2012,ORISSA,19,37,6.9,8.6,6.8,8.4,111,198,0.9,2,0.11,1.63,170,2400,460,5400,2012,"Calendar Year (Jan - Dec), 2012"
2416,TALCHER FD/S,2012,ORISSA,20,35,6.7,8.8,6.4,8.4,116,208,1.2,2.3,0.01,9.67,700,11000,1700,22000,2012,"Calendar Year (Jan - Dec), 2012"
1042,BRAHMANI AT KAMALANGA,2012,ORISSA,21,36,6,10,7.3,8.3,110,231,1.3,2.6,0.02,1.16,3300,24000,7000,54000,2012,"Calendar Year (Jan - Dec), 2012"
2417,"DHENKANAL D/S, DHENKANAL",2012,ORISSA,25,35,7,9.6,7.1,8.4,111,196,0.6,2.4,0.06,1.49,1700,92000,3300,200000,2012,"Calendar Year (Jan - Dec), 2012"
1043,BRAHMANI AT BHUBAN,2012,ORISSA,25,37,6.3,10.2,7.2,8.2,114,193,1,2,0.07,3.48,330,7000,780,9400,2012,"Calendar Year (Jan - Dec), 2012"
2418,KABATABANDHA (BEF IMPACT OF INDL ACTIVITY IN KALINGANAGAR),2012,ORISSA,25,33,6.1,9.1,7.4,8.4,114,195,0.8,2.4,0.05,4.21,230,54000,790,92000,2012,"Calendar Year (Jan - Dec), 2012"
1044,BRAHMANI AT DHARMASHALA,2012,ORISSA,19,32,2.1,9.8,7.1,8.3,115,194,0.6,2,0.07,2.37,460,17000,1100,28000,2012,"Calendar Year (Jan - Dec), 2012"
1045,BRAHMANI AT PATTAMUNDAI,2012,ORISSA,25,34,7.1,10.4,6.6,8.4,132,292,0.8,7,0.06,2.29,490,5400,790,9200,2012,"Calendar Year (Jan - Dec), 2012"
1036,KOEL AT MANOHARPUR AFTER MEETING KOINA RIVER D/S,2012,JHARKHAND,18,30,7.2,8.2,7.3,7.6,146,197,0.4,1,0,8.11,,,,,2012,"Calendar Year (Jan - Dec), 2012"
2413,KOEL U/S (A/C OF RIVER KARO),2012,ORISSA,23,35,5.5,9.6,6.9,8.4,126,239,0.6,2.2,0.06,2.15,230,3500,700,9200,2012,"Calendar Year (Jan - Dec), 2012"
1033,"KOEL AT BASIA,DAM U/S",2012,JHARKHAND,21,35,6.4,8.4,6,7.4,163,373,0.6,1.5,,,110,230,750,1200,2012,"Calendar Year (Jan - Dec), 2012"
2376,NORTH KOEL U/S DALTANGANJ,2012,JHARKHAND,21,31,6.6,8,6,7,280,490,0.7,2.4,,,90,300,640,1500,2012,"Calendar Year (Jan - Dec), 2012"
2377,"NORTH KOEL D/S BCCL, REHLA",2012,JHARKHAND,21,31,6.6,8.2,6.2,7,267,832,0.9,2.4,,,90,280,640,1500,2012,"Calendar Year (Jan - Dec), 2012"
2419,KHANDITARA (D/S OF INDUSTRIAL ACTIVITIES AT KALINGA NAGAR),2012,ORISSA,20,32,6.6,12.8,6.9,8.4,110,203,1,2.8,0.05,1.66,790,5400,1700,9200,2012,"Calendar Year (Jan - Dec), 2012"
2420,AUL,2012,ORISSA,25,35,6.5,8.5,7.6,8.3,122,218,1.1,2.8,0.11,2.93,220,7000,790,11000,2012,"Calendar Year (Jan - Dec), 2012"
1034,SANKH AT BOLBA,2012,JHARKHAND,20,34,6.2,8.5,6,7.2,155,392,0.7,1.7,,,90,150,640,930,2012,"Calendar Year (Jan - Dec), 2012"
1035,KARO AT LOHOJIMI U/S,2012,JHARKHAND,19,30,6.2,7.9,6,7,153,415,0.4,1.4,,,150,280,1200,1500,2012,"Calendar Year (Jan - Dec), 2012"
1037,BRAHMANI AT U/S PANPOSH,2012,ORISSA,23,33,5,8.7,7,8.3,107,206,1,6.3,0.092,0.5,1300,9200,2100,16000,2012,"Calendar Year (Jan - Dec), 2012"
1038,BRAHMANI AT D/S PANPOSH,2012,ORISSA,22,32,5.2,9.2,6.8,8.3,170,363,2.4,5.6,0.2,9.4,7900,54000,17000,92000,2012,"Calendar Year (Jan - Dec), 2012"
1302,BRAHMANI AT ROURKELA D/S,2012,ORISSA,24,33,5.2,8.6,7.2,8.1,171,338,2,4.4,0.45,6.37,2200,54000,3900,92000,2012,"Calendar Year (Jan - Dec), 2012"
2414,ROURKELA FDS AT BIRITOLA,2012,ORISSA,23,35,6.9,9.1,7.4,8.2,113,335,1.2,3,0.38,3.11,790,7900,2400,13000,2012,"Calendar Year (Jan - Dec), 2012"
1039,BRAHMANI AT BONAIGARH,2012,ORISSA,23,36,7.1,11.5,7,8.4,131,226,0.8,2,0.23,2.09,45,5400,130,9200,2012,"Calendar Year (Jan - Dec), 2012"
1040,BRAHMANI AT RENGALI,2012,ORISSA,24,36,0.3,9.9,6.8,8.3,99,180,1,2.6,0.06,2.01,20,2400,78,9200,2012,"Calendar Year (Jan - Dec), 2012"
1041,BRAHMANI AT SAMAL,2012,ORISSA,24,35,6.6,8.7,7.2,8.4,112,196,1.1,2.2,0.06,1.01,45,5400,170,9200,2012,"Calendar Year (Jan - Dec), 2012"
1303,BRAHMANI AT TALCHER U/S,2012,ORISSA,20,36,7,8.7,7.2,8.5,123,204,0.9,2.8,0.01,0.87,330,3500,790,9200,2012,"Calendar Year (Jan - Dec), 2012"
2415,"TALCHER FU/S (INTAKE WELL OF MCL, TALCHER)",2012,ORISSA,19,37,6.9,8.6,6.8,8.4,111,198,0.9,2,0.11,1.63,170,2400,460,5400,2012,"Calendar Year (Jan - Dec), 2012"
2416,TALCHER FD/S,2012,ORISSA,20,35,6.7,8.8,6.4,8.4,116,208,1.2,2.3,0.01,9.67,700,11000,1700,22000,2012,"Calendar Year (Jan - Dec), 2012"
1042,BRAHMANI AT KAMALANGA,2012,ORISSA,21,36,6,10,7.3,8.3,110,231,1.3,2.6,0.02,1.16,3300,24000,7000,54000,2012,"Calendar Year (Jan - Dec), 2012"
2417,"DHENKANAL D/S, DHENKANAL",2012,ORISSA,25,35,7,9.6,7.1,8.4,111,196,0.6,2.4,0.06,1.49,1700,92000,3300,200000,2012,"Calendar Year (Jan - Dec), 2012"
1043,BRAHMANI AT BHUBAN,2012,ORISSA,25,37,6.3,10.2,7.2,8.2,114,193,1,2,0.07,3.48,330,7000,780,9400,2012,"Calendar Year (Jan - Dec), 2012"
2418,KABATABANDHA (BEF IMPACT OF INDL ACTIVITY IN KALINGANAGAR),2012,ORISSA,25,33,6.1,9.1,7.4,8.4,114,195,0.8,2.4,0.05,4.21,230,54000,790,92000,2012,"Calendar Year (Jan - Dec), 2012"
1044,BRAHMANI AT DHARMASHALA,2012,ORISSA,19,32,2.1,9.8,7.1,8.3,115,194,0.6,2,0.07,2.37,460,17000,1100,28000,2012,"Calendar Year (Jan - Dec), 2012"
1045,BRAHMANI AT PATTAMUNDAI,2012,ORISSA,25,34,7.1,10.4,6.6,8.4,132,292,0.8,7,0.06,2.29,490,5400,790,9200,2012,"Calendar Year (Jan - Dec), 2012"
1036,KOEL AT MANOHARPUR AFTER MEETING KOINA RIVER D/S,2012,JHARKHAND,18,30,7.2,8.2,7.3,7.6,146,197,0.4,1,0,8.11,,,,,2012,"Calendar Year (Jan - Dec), 2012"
2413,KOEL U/S (A/C OF RIVER KARO),2012,ORISSA,23,35,5.5,9.6,6.9,8.4,126,239,0.6,2.2,0.06,2.15,230,3500,700,9200,2012,"Calendar Year (Jan - Dec), 2012"
1033,"KOEL AT BASIA,DAM U/S",2012,JHARKHAND,21,35,6.4,8.4,6,7.4,163,373,0.6,1.5,,,110,230,750,1200,2012,"Calendar Year (Jan - Dec), 2012"
2376,NORTH KOEL U/S DALTANGANJ,2012,JHARKHAND,21,31,6.6,8,6,7,280,490,0.7,2.4,,,90,300,640,1500,2012,"Calendar Year (Jan - Dec), 2012"
2377,"NORTH KOEL D/S BCCL, REHLA",2012,JHARKHAND,21,31,6.6,8.2,6.2,7,267,832,0.9,2.4,,,90,280,640,1500,2012,"Calendar Year (Jan - Dec), 2012"
2419,KHANDITARA (D/S OF INDUSTRIAL ACTIVITIES AT KALINGA NAGAR),2012,ORISSA,20,32,6.6,12.8,6.9,8.4,110,203,1,2.8,0.05,1.66,790,5400,1700,9200,2012,"Calendar Year (Jan - Dec), 2012"
2420,AUL,2012,ORISSA,25,35,6.5,8.5,7.6,8.3,122,218,1.1,2.8,0.11,2.93,220,7000,790,11000,2012,"Calendar Year (Jan - Dec), 2012"
1034,SANKH AT BOLBA,2012,JHARKHAND,20,34,6.2,8.5,6,7.2,155,392,0.7,1.7,,,90,150,640,930,2012,"Calendar Year (Jan - Dec), 2012"
1035,KARO AT LOHOJIMI U/S,2012,JHARKHAND,19,30,6.2,7.9,6,7,153,415,0.4,1.4,,,150,280,1200,1500,2012,"Calendar Year (Jan - Dec), 2012"
1081,BAITARNI AT JODA,2012,ORISSA,21,35,6.5,8.8,7.2,8.3,93,162,0.9,2.2,0.08,5.88,330,3500,790,9200,2012,"Calendar Year (Jan - Dec), 2012"
1082,BAITARNI AT ANANDPUR,2012,ORISSA,26,34,6.3,10.2,7.3,8.2,111,221,0.8,1.9,0.04,2.49,490,5400,1100,9200,2012,"Calendar Year (Jan - Dec), 2012"
1083,BAITARNI AT JAJPUR,2012,ORISSA,20,31,5.6,9.9,7.2,8.3,119,381,1.3,2.8,0.08,4.61,700,11000,1700,17000,2012,"Calendar Year (Jan - Dec), 2012"
1084,BAITARNI AT CHANDBALI,2012,ORISSA,19,37,5.8,8.7,7.4,8.4,269,18460,0.3,2.3,0.16,2.23,1100,9200,2100,16000,2012,"Calendar Year (Jan - Dec), 2012"
1085,BAITARNI AT DHAMRA,2012,ORISSA,21,35,5.9,8.3,7.1,8.1,885,42560,0.6,2.7,0.17,1.71,130,2800,230,9200,2012,"Calendar Year (Jan - Dec), 2012"
2421,KUSEI BEFORE JOINING WITH BAITARANI RIVER AT ANANDPUR,2012,ORISSA,26,34,6.7,9.1,7.6,8.5,180,291,0.6,2.5,0.03,7.65,210,5400,630,9200,2012,"Calendar Year (Jan - Dec), 2012"
1641,SUBARNAREKHA AT RAJGHAT NEAR BIHAR BORDER,2012,ORISSA,18,26,7.2,8.2,7.4,8.5,151,290,0.4,2.1,0.04,1.46,1100,54000,1700,92000,2012,"Calendar Year (Jan - Dec), 2012"
2399,SUBARNAREKHA AT CHANDIL DAM,2012,JHARKHAND,19,34,7,8.6,7,7.8,150,202,0.3,0.9,0,6.8,,,,,2012,"Calendar Year (Jan - Dec), 2012"
48,SUBARNAREKHA AT CHANDIL BRIDGE,2012,JHARKHAND,19,34,7.7,8.4,7.2,7.8,138,225,0.3,1.1,0,6.8,,,,,2012,"Calendar Year (Jan - Dec), 2012"
24,SUBARNAREKHA AT JAMSHEDPUR,2012,JHARKHAND,20,32,6.6,8.2,7,7.8,162,264,1.4,2.9,0,9.36,,,,,2012,"Calendar Year (Jan - Dec), 2012"
49,"SUBARNAREKHA AT D/S JAMSHEDPUR,(TATA NAGAR)",2012,JHARKHAND,19,33,6,7.8,7,8,150,252,2.2,3.2,0,8.72,,,,,2012,"Calendar Year (Jan - Dec), 2012"
2387,SUBARNAREKHA AT GHATISLA ROAD BRIDGE,2012,JHARKHAND,20,35,7.2,8.4,6.9,8.5,148,231,0.3,1.4,0,8.62,,,,,2012,"Calendar Year (Jan - Dec), 2012"
23,"SUBARNAREKHA AT RANCHI, (TATISILWAI)",2012,JHARKHAND,22,38,6.4,8.4,6,7.8,247,1211,2.4,4,,,150,280,930,1500,2012,"Calendar Year (Jan - Dec), 2012"
2385,SUBARNAREKHA AT NAMKUM ROAD BRIDGE,2012,JHARKHAND,20,34,5.6,8.2,6,7.2,157,670,4,8,,,150,250,930,1500,2012,"Calendar Year (Jan - Dec), 2012"
2386,SUBARNAREKHA AT MURI ROAD BRIDGE,2012,JHARKHAND,18,37,5.8,8.2,6,7,150,500,1.2,1.8,,,200,250,1200,1500,2012,"Calendar Year (Jan - Dec), 2012"
2395,SUBARNAREKHA AT HATIA DAM,2012,JHARKHAND,19,32,6.6,8.4,6,7.2,83,134,0.8,1.9,,,90,230,640,1200,2012,"Calendar Year (Jan - Dec), 2012"
2397,SUBARNAREKHA AT GATALSUD DAM,2012,JHARKHAND,20,39,0.8,8.6,6,7.8,227,373,0.5,1.5,,,90,230,640,1500,2012,"Calendar Year (Jan - Dec), 2012"
1312,"GODAVARI AT JAYAKWADI DAM, AURNAGABAD",2012,MAHARASHTRA,20,38,5.6,7.6,8,9.2,433,1278,2.8,5.8,0,1.28,2,2,60,110,2012,"Calendar Year (Jan - Dec), 2012"
2177,GODAVARI NR SOMESHWAR TEMPLE.,2012,MAHARASHTRA,21,28,5.1,7,7,8.1,181,503,3,6,0.12,25.01,11,50,27,110,2012,"Calendar Year (Jan - Dec), 2012"
2182,GODAVARI RIVER AT SAIKHEDA.,2012,MAHARASHTRA,22,26,4.7,53,6.9,7.9,180,725,3,14,0,15.68,11,33,27,90,2012,"Calendar Year (Jan - Dec), 2012"
2179,"GODAVARI RIVER AT HANUMAN GHAT, NASHIK CITY.",2012,MAHARASHTRA,21,26,2.4,6.4,6.5,8,191,690,4,18,0.02,18.3,21,170,60,500,2012,"Calendar Year (Jan - Dec), 2012"
2183,GODAVARI RIVER AT NANDUR- MADMESHWAR DAM.,2012,MAHARASHTRA,20,27,1.5,6.6,6.9,8.7,210,490,3,20,0,15.05,9,26,25,110,2012,"Calendar Year (Jan - Dec), 2012"
2181,"GODAVARI RIVER AT KAPILA- GODAVARI CONFL. PT, TAPOVAN.",2012,MAHARASHTRA,23,28,1.1,6.3,7,8.1,243,786,4,40,0.09,37.08,11,220,50,500,2012,"Calendar Year (Jan - Dec), 2012"
2180,GODAVARI NEAR TAPOVAN.,2012,MAHARASHTRA,22,27,2.3,6.8,6.9,8.1,115,604,4,28,0.09,21.73,22,350,100,900,2012,"Calendar Year (Jan - Dec), 2012"
1096,GODAVARI AT PANCHAVATI RAMKUND,2012,MAHARASHTRA,21,25,3.2,6.3,6.8,8.1,231,758,4,10,0,16.44,21,110,40,350,2012,"Calendar Year (Jan - Dec), 2012"
1211,GODAVARI AT NASIK D/S,2012,MAHARASHTRA,21,26,3,6.4,6.9,8,201,713,2,12,0,18.08,13,140,27,500,2012,"Calendar Year (Jan - Dec), 2012"
1095,"GODAVARI AT U/S OF GANGAPUR DAM,NASIK",2012,MAHARASHTRA,22,28,3,6.9,7.1,8.3,143,271,3,4,0.04,5.95,8,21,11,60,2012,"Calendar Year (Jan - Dec), 2012"
2160,"GODAVARI U/S OF AURANGABAD RESERVOIR, KAIGAON TOKKA NEAR KAIGAON BRIDGE.",2012,MAHARASHTRA,20,37,5.3,7.1,7.8,9,437,1418,0.3,5.2,0,0.89,2,4,60,110,2012,"Calendar Year (Jan - Dec), 2012"
2158,GODAVARI RIVER AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE AT JAYAKWADI .,2012,MAHARASHTRA,20,38,5.7,7.5,8.1,9.1,416,588,3,5,0,0.99,2,4,70,90,2012,"Calendar Year (Jan - Dec), 2012"
2159,GODAVARI RIVER AT D/S OF PAITHAN AT PATHEGAON BDG,2012,MAHARASHTRA,20,38,3.4,7.1,7.8,9.3,464,1940,2.8,8.4,0,3.8,2,4,60,130,2012,"Calendar Year (Jan - Dec), 2012"
2161,"GODAVARI AT JALNA INTAKE WATER PUMP HOUSE, SHAHABAD",2012,MAHARASHTRA,27,35,4.9,7.5,7.4,8.5,544,2985,2.8,8.3,0,2.85,2,2,40,130,2012,"Calendar Year (Jan - Dec), 2012"
12,GODAVARI AT DHALEGAON,2012,MAHARASHTRA,18,32,5.8,7.6,7.2,8.5,360,986,3.2,12.4,0,4.1,2,2,70,110,2012,"Calendar Year (Jan - Dec), 2012"
1210,GODAVARI AT NANDED,2012,MAHARASHTRA,28,30,4.5,7.2,7.8,8.6,360,946,2.4,6.6,0,3.3,2,2,50,140,2012,"Calendar Year (Jan - Dec), 2012"
1209,GODAVARI AT RAHER,2012,MAHARASHTRA,27,30,4.6,7.3,7.7,8.5,358,880,2.8,8,0,2.5,2,4,60,170,2012,"Calendar Year (Jan - Dec), 2012"
2157,GODAVARI AT LATUR WATER INTAKE NR PUMP HOUSE AT DHAMEGAON.,2012,MAHARASHTRA,22,30,6.5,7.4,7.8,8.8,308,1603,2.8,4.2,0,0.83,2,4,60,170,2012,"Calendar Year (Jan - Dec), 2012"
2360,"GODAVARI AT BASARA, ADILABAD",2012,ANDHRA PRADESH,28,30,6,6.6,7.1,8.2,223,760,1,3.8,0.2,3,5,92,80,410,2012,"Calendar Year (Jan - Dec), 2012"
2361,"GODAVARI AT MANCHERIAL, NR RLY BDG B/C OF RALLAVAGU",2012,ANDHRA PRADESH,26,31,0,9.8,8,8.9,379,685,1.9,18,0,0.75,26,300,33,1700,2012,"Calendar Year (Jan - Dec), 2012"
2362,"GODAVARI AT RAMAGUNDAM D/S, NR FCI INTAKE WELL, KARIMNAGAR",2012,ANDHRA PRADESH,25,30,0,9.9,8,8.8,417,698,2,16,0,0.73,90,300,1600,1600,2012,"Calendar Year (Jan - Dec), 2012"
2363,"GODAVARI AT GODAVARIKHANI, NR BATHING GHAT, KARIMNAGAR",2012,ANDHRA PRADESH,25,30,0,12.2,7.7,8.8,424,787,2.9,14,0,1.92,170,900,500,1600,2012,"Calendar Year (Jan - Dec), 2012"
2364,"GODAVARI AT RAMAGUNDAM U/S , KARIMNAGAR",2012,ANDHRA PRADESH,25,30,0,9.5,7.9,8.9,377,687,1.8,26,0,0.71,140,240,220,500,2012,"Calendar Year (Jan - Dec), 2012"
2356,"GODAVARI D/S RAMANUGUNDAM,",2012,ANDHRA PRADESH,24,30,0,7.5,7.6,8.3,436,717,0.1,14,0,0.9,140,300,500,900,2012,"Calendar Year (Jan - Dec), 2012"
2390,KONAR AT TENUGHAT DAM,2019,JHARKHAND,17,36,7.5,7.9,7.4,7.7,,,0.7,1.2,,,,,,,2019,"Calendar Year (Jan - Dec), 2019"
2365,"GODAVARI AT KAMALPUR U/S M/S AP RAYONS LTD. INTAKE WELL, WARANGAL",2012,ANDHRA PRADESH,23,33,0,11.6,7.3,8.7,230,544,0.5,12,0,0.2,80,300,500,900,2012,"Calendar Year (Jan - Dec), 2012"
2366,"GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DISCHARGE POINT, WARANGAL",2012,ANDHRA PRADESH,23,35,0,7.9,7.5,8.8,235,560,0.4,15,0,1.2,90,1600,500,1600,2012,"Calendar Year (Jan - Dec), 2012"
13,GODAVARI AT MANCHERIAL,2012,ANDHRA PRADESH,26,30,0,9.9,7.3,8.9,377,686,1.9,26,0,0.72,40,140,500,500,2012,"Calendar Year (Jan - Dec), 2012"
2367,"GODAVARI AT BHADRACHALAM U/S BATHING GHAT, KHAMMAM",2012,ANDHRA PRADESH,17,20,6.2,7.3,7.4,8.1,113,410,0.4,0.8,0.16,0.92,2,6,600,1700,2012,"Calendar Year (Jan - Dec), 2012"
2368,"GODAVARI AT BHADRACHALAM D/S BATHING GHAT, KHAMMAM",2012,ANDHRA PRADESH,18,20,6.1,7.1,7,8,121,493,0.5,0.8,0.14,0.96,2,6,1100,2200,2012,"Calendar Year (Jan - Dec), 2012"
2369,"GODAVARI AT BURGAMPAHAD, KHAMMAM",2012,ANDHRA PRADESH,19,20,4.5,6.5,6.6,7.8,410,680,0.6,3.6,0.46,1.24,2,6,1200,2700,2012,"Calendar Year (Jan - Dec), 2012"
2370,GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL,2012,ANDHRA PRADESH,22,27,5.8,6.2,6.7,7.8,238,358,1,1.2,0.57,1.95,3,3,7,1100,2012,"Calendar Year (Jan - Dec), 2012"
14,GODAVARI AT POLAVARAM,2012,ANDHRA PRADESH,25,28,5.6,6.5,7.7,7.9,212,324,1,1.2,0.05,1,3,3,3,1100,2012,"Calendar Year (Jan - Dec), 2012"
