ROWID,Country,State LGD Code,State,City,SourceYear,Amount invested for building houses under Pradhan Mantri Awas Yojana,Amount sanctioned for building houses under Pradhan Mantri Awas Yojana,Amount released for building houses under Pradhan Mantri Awas Yojana,Houses sanctioned under Pradhan Mantri Awas Yojana mission,Houses grounded under Pradhan Mantri Awas Yojana mission,Houses completed construction under Pradhan Mantri Awas Yojana mission,YearCode,Year
1595,India,19,West Bengal,English Bazar,2021,146.27,45.49,27.93,2958,2569,1277,2021,"Calendar Year (Jan - Dec), 2021"
1596,India,28,Andhra Pradesh,Enikepadu (OG),2021,1.84,0.2,0.2,8,8,8,2021,"Calendar Year (Jan - Dec), 2021"
1597,India,8,Rajasthan,Eral,2021,0.06,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1598,India,33,Tamil Nadu,Eral,2021,3.12,1.5,0.83,98,98,77,2021,"Calendar Year (Jan - Dec), 2021"
1599,India,27,Maharashtra,Erandol,2021,16.87,3.53,1.62,217,419,170,2021,"Calendar Year (Jan - Dec), 2021"
1600,India,33,Tamil Nadu,Eraniel,2021,12.74,5.52,3.49,378,361,210,2021,"Calendar Year (Jan - Dec), 2021"
1601,India,32,Kerala,Erattupetta,2021,31.77,11.31,9.16,755,605,510,2021,"Calendar Year (Jan - Dec), 2021"
1602,India,9,Uttar Pradesh,Erich,2021,44.91,18.66,4.75,1244,711,535,2021,"Calendar Year (Jan - Dec), 2021"
1603,India,33,Tamil Nadu,Eriodu,2021,1.99,0.81,0.34,57,57,32,2021,"Calendar Year (Jan - Dec), 2021"
1604,India,33,Tamil Nadu,Erode,2021,764.16,208.52,136.77,13782,10520,5379,2021,"Calendar Year (Jan - Dec), 2021"
1605,India,33,Tamil Nadu,Erumaipatti,2021,6.33,3.19,1.17,214,204,87,2021,"Calendar Year (Jan - Dec), 2021"
1606,India,33,Tamil Nadu,Eruvadi,2021,15.11,7.11,2.85,472,458,164,2021,"Calendar Year (Jan - Dec), 2021"
1607,India,9,Uttar Pradesh,Etah,2021,62.51,24.2,13.75,1611,1412,895,2021,"Calendar Year (Jan - Dec), 2021"
1608,India,27,Maharashtra,Etapalli,2021,1.43,0.35,,23,0,0,2021,"Calendar Year (Jan - Dec), 2021"
1609,India,9,Uttar Pradesh,Etawah,2021,195.6,42.69,32.44,2771,2072,1276,2021,"Calendar Year (Jan - Dec), 2021"
1610,India,28,Andhra Pradesh,Etcherla,2021,227.17,121.97,25.56,8130,3904,276,2021,"Calendar Year (Jan - Dec), 2021"
1611,India,33,Tamil Nadu,Ethapur (Yethapur),2021,11.26,4.76,1.41,315,300,94,2021,"Calendar Year (Jan - Dec), 2021"
1612,India,9,Uttar Pradesh,Etmadpur,2021,111.46,46.48,22.65,3052,2719,1659,2021,"Calendar Year (Jan - Dec), 2021"
1613,India,33,Tamil Nadu,Ettayapuram,2021,14.25,6.41,2.92,427,427,189,2021,"Calendar Year (Jan - Dec), 2021"
1614,India,33,Tamil Nadu,Ettimadai,2021,3.78,1.74,1.38,116,116,114,2021,"Calendar Year (Jan - Dec), 2021"
1615,India,32,Kerala,Ettumanoor,2021,28.96,8.75,6.57,577,415,278,2021,"Calendar Year (Jan - Dec), 2021"
1616,India,28,Andhra Pradesh,Etukur,2021,4.32,0.45,0.45,19,19,19,2021,"Calendar Year (Jan - Dec), 2021"
1617,India,29,Karnataka,Examba,2021,25.88,10.06,3.29,671,609,268,2021,"Calendar Year (Jan - Dec), 2021"
1618,India,33,Tamil Nadu,Ezhudesam,2021,9.37,4.04,2.0,270,270,138,2021,"Calendar Year (Jan - Dec), 2021"
1619,India,9,Uttar Pradesh,Faizabad,2021,87.62,5.94,5.94,399,399,399,2021,"Calendar Year (Jan - Dec), 2021"
1620,India,9,Uttar Pradesh,Faizabad(CB),2021,6.98,0.52,0.52,36,36,36,2021,"Calendar Year (Jan - Dec), 2021"
1621,India,9,Uttar Pradesh,Faizganj,2021,26.02,10.23,4.05,683,655,213,2021,"Calendar Year (Jan - Dec), 2021"
1622,India,27,Maharashtra,Faizpur,2021,15.3,3.3,0.3,217,77,25,2021,"Calendar Year (Jan - Dec), 2021"
1623,India,8,Rajasthan,Falna,2021,68.13,7.45,3.13,495,448,112,2021,"Calendar Year (Jan - Dec), 2021"
1624,India,9,Uttar Pradesh,Farah,2021,19.53,7.86,3.66,523,421,146,2021,"Calendar Year (Jan - Dec), 2021"
1625,India,22,Chhattisgarh,Farasgaon,2021,20.09,9.65,5.78,643,510,325,2021,"Calendar Year (Jan - Dec), 2021"
1626,India,10,Bihar,Farbishganj,2021,90.98,24.38,7.4,1616,1623,1029,2021,"Calendar Year (Jan - Dec), 2021"
1627,India,6,Haryana,Faridabad,2021,5228.98,581.36,119.4,36386,5657,5484,2021,"Calendar Year (Jan - Dec), 2021"
1628,India,3,Punjab,Faridkot,2021,11.81,2.42,1.48,152,114,83,2021,"Calendar Year (Jan - Dec), 2021"
1629,India,9,Uttar Pradesh,Faridnagar,2021,69.15,28.26,13.77,1884,1871,1321,2021,"Calendar Year (Jan - Dec), 2021"
1630,India,9,Uttar Pradesh,Faridpur,2021,44.08,17.13,1.47,1139,168,66,2021,"Calendar Year (Jan - Dec), 2021"
1631,India,9,Uttar Pradesh,Faridpur(NP),2021,35.88,13.9,5.57,926,535,224,2021,"Calendar Year (Jan - Dec), 2021"
1632,India,9,Uttar Pradesh,Fariha,2021,12.03,5.51,2.39,367,316,65,2021,"Calendar Year (Jan - Dec), 2021"
1633,India,9,Uttar Pradesh,Farrukhabad,2021,1.4,0.25,0.25,12,12,12,2021,"Calendar Year (Jan - Dec), 2021"
1634,India,9,Uttar Pradesh,Farrukhabad-Cum-Fatehgarh,2021,157.7,69.86,19.09,4665,3034,1720,2021,"Calendar Year (Jan - Dec), 2021"
1635,India,6,Haryana,Farrukhnagar,2021,64.06,10.67,1.5,696,90,39,2021,"Calendar Year (Jan - Dec), 2021"
1636,India,6,Haryana,Fatehabad,2021,197.3,34.45,3.15,2285,240,51,2021,"Calendar Year (Jan - Dec), 2021"
1637,India,9,Uttar Pradesh,Fatehabad,2021,53.02,19.84,5.19,1299,596,437,2021,"Calendar Year (Jan - Dec), 2021"
1638,India,9,Uttar Pradesh,Fatehganj Pashchimi,2021,29.13,12.59,7.92,839,783,415,2021,"Calendar Year (Jan - Dec), 2021"
1639,India,9,Uttar Pradesh,Fatehganj Purvi,2021,2.64,0.98,0.64,65,53,49,2021,"Calendar Year (Jan - Dec), 2021"
1640,India,9,Uttar Pradesh,Fatehgarh CB,2021,0.46,0.04,0.04,4,4,4,2021,"Calendar Year (Jan - Dec), 2021"
1641,India,3,Punjab,Fatehgarh Churian,2021,5.22,2.53,0.64,174,109,12,2021,"Calendar Year (Jan - Dec), 2021"
1642,India,8,Rajasthan,Fatehnagar,2021,40.56,19.37,12.51,645,531,259,2021,"Calendar Year (Jan - Dec), 2021"
1643,India,8,Rajasthan,Fatehpur,2021,1.09,0.12,0.12,7,7,7,2021,"Calendar Year (Jan - Dec), 2021"
1644,India,9,Uttar Pradesh,Fatehpur,2021,57.21,25.14,7.05,1676,861,349,2021,"Calendar Year (Jan - Dec), 2021"
1645,India,9,Uttar Pradesh,Fatehpur,2021,237.98,93.61,49.74,6239,3642,2113,2021,"Calendar Year (Jan - Dec), 2021"
1646,India,8,Rajasthan,Fatehpura,2021,0.07,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1647,India,9,Uttar Pradesh,Fatehpur Chaurasi,2021,33.54,14.99,5.35,999,722,458,2021,"Calendar Year (Jan - Dec), 2021"
1648,India,9,Uttar Pradesh,Fatehpur Sikri,2021,84.6,37.77,11.86,2518,1496,734,2021,"Calendar Year (Jan - Dec), 2021"
1649,India,24,Gujarat,Fatepura,2021,0.4,0.1,0.1,5,5,5,2021,"Calendar Year (Jan - Dec), 2021"
1650,India,10,Bihar,Fatwah,2021,63.06,18.58,4.46,1233,343,109,2021,"Calendar Year (Jan - Dec), 2021"
1651,India,6,Haryana,Fazalpur Badli,2021,1.59,0.07,0.07,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
1652,India,3,Punjab,Fazilka,2021,23.7,8.29,3.43,590,434,194,2021,"Calendar Year (Jan - Dec), 2021"
1653,India,32,Kerala,Feroke,2021,31.79,10.45,7.83,686,644,450,2021,"Calendar Year (Jan - Dec), 2021"
1654,India,6,Haryana,Ferozepur Jhirka,2021,38.18,10.07,2.47,671,336,2,2021,"Calendar Year (Jan - Dec), 2021"
1655,India,27,Maharashtra,Fetri,2021,0.14,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1656,India,22,Chhattisgarh,Fingeshwar,2021,34.49,16.14,11.94,1076,922,535,2021,"Calendar Year (Jan - Dec), 2021"
1657,India,9,Uttar Pradesh,Firozabad,2021,1256.59,530.33,284.57,35008,26532,18433,2021,"Calendar Year (Jan - Dec), 2021"
1658,India,9,Uttar Pradesh,Firozpur,2021,0.16,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1659,India,3,Punjab,Firozpur,2021,41.87,15.72,2.99,1030,248,128,2021,"Calendar Year (Jan - Dec), 2021"
1660,India,3,Punjab,Firozpur Cantt,2021,0.33,0.05,0.05,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
1661,India,1,Jammu And Kashmir,Frisal,2021,8.75,2.19,0.69,152,112,12,2021,"Calendar Year (Jan - Dec), 2021"
1662,India,27,Maharashtra,Fulambri,2021,65.71,14.7,1.3,978,389,6,2021,"Calendar Year (Jan - Dec), 2021"
1663,India,27,Maharashtra,Fursungi,2021,10.22,2.06,2.06,90,90,90,2021,"Calendar Year (Jan - Dec), 2021"
1664,India,29,Karnataka,Gadag-Betigeri,2021,585.73,177.12,58.25,11760,8713,2244,2021,"Calendar Year (Jan - Dec), 2021"
1665,India,5,Uttarakhand,Gadarpur,2021,18.5,5.93,3.45,392,389,80,2021,"Calendar Year (Jan - Dec), 2021"
1666,India,23,Madhya Pradesh,Gadarwara,2021,111.04,41.93,32.81,2795,2432,1400,2021,"Calendar Year (Jan - Dec), 2021"
1667,India,27,Maharashtra,Gadchandur,2021,4.59,1.16,,77,27,1,2021,"Calendar Year (Jan - Dec), 2021"
1668,India,27,Maharashtra,Gadchiroli,2021,91.39,19.57,8.01,1297,347,297,2021,"Calendar Year (Jan - Dec), 2021"
1669,India,24,Gujarat,Gadhada,2021,14.89,5.4,1.91,352,327,70,2021,"Calendar Year (Jan - Dec), 2021"
1670,India,9,Uttar Pradesh,Gadhi Chaukandi,2021,0.07,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1671,India,27,Maharashtra,Gadhinglaj,2021,25.44,4.06,3.15,222,150,129,2021,"Calendar Year (Jan - Dec), 2021"
1672,India,24,Gujarat,Gadkhol (CT),2021,1.37,0.29,0.29,14,14,14,2021,"Calendar Year (Jan - Dec), 2021"
1673,India,8,Rajasthan,Gadwa,2021,2.71,0.35,0.35,20,20,20,2021,"Calendar Year (Jan - Dec), 2021"
1674,India,36,Telangana,Gadwal,2021,42.61,9.24,3.72,598,598,554,2021,"Calendar Year (Jan - Dec), 2021"
1675,India,2,Himachal Pradesh,Gagret,2021,4.55,1.28,0.48,85,85,41,2021,"Calendar Year (Jan - Dec), 2021"
1676,India,23,Madhya Pradesh,Gairatganj,2021,55.2,18.1,5.08,1215,1114,421,2021,"Calendar Year (Jan - Dec), 2021"
1677,India,5,Uttarakhand,Gairsain,2021,7.39,2.23,1.04,147,125,27,2021,"Calendar Year (Jan - Dec), 2021"
1678,India,5,Uttarakhand,Gaja,2021,155.62,13.9,13.73,696,685,685,2021,"Calendar Year (Jan - Dec), 2021"
1679,India,28,Andhra Pradesh,Gajapathinagaram,2021,383.04,158.84,19.38,10589,2725,16,2021,"Calendar Year (Jan - Dec), 2021"
1680,India,29,Karnataka,Gajendragarh,2021,80.97,26.33,9.54,1760,532,176,2021,"Calendar Year (Jan - Dec), 2021"
1681,India,9,Uttar Pradesh,Gajraula,2021,112.69,43.79,19.06,2914,2520,981,2021,"Calendar Year (Jan - Dec), 2021"
1682,India,8,Rajasthan,Gajsinghpur,2021,4.07,1.22,0.56,80,7,7,2021,"Calendar Year (Jan - Dec), 2021"
1683,India,36,Telangana,Gajwel,2021,78.12,18.9,17.4,1258,1258,1256,2021,"Calendar Year (Jan - Dec), 2021"
1684,India,28,Andhra Pradesh,Gambheeram,2021,0.22,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1685,India,24,Gujarat,Gamdi,2021,0.07,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1686,India,33,Tamil Nadu,Ganapathipuram,2021,0.06,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1687,India,33,Tamil Nadu,Ganapathipuram,2021,23.13,10.53,5.0,703,703,401,2021,"Calendar Year (Jan - Dec), 2021"
1688,India,6,Haryana,Ganaur,2021,131.55,26.07,3.82,1736,113,48,2021,"Calendar Year (Jan - Dec), 2021"
1689,India,22,Chhattisgarh,Gandai,2021,60.2,28.97,16.03,1933,1334,723,2021,"Calendar Year (Jan - Dec), 2021"
1690,India,28,Andhra Pradesh,Gandepalli,2021,7.34,4.3,1.89,287,271,70,2021,"Calendar Year (Jan - Dec), 2021"
1691,India,1,Jammu And Kashmir,Ganderbal,2021,27.56,7.15,2.27,480,267,36,2021,"Calendar Year (Jan - Dec), 2021"
1692,India,24,Gujarat,Gandevi,2021,27.78,9.88,3.45,652,550,229,2021,"Calendar Year (Jan - Dec), 2021"
1693,India,24,Gujarat,Gandhidham,2021,267.93,49.34,46.96,2472,2408,2252,2021,"Calendar Year (Jan - Dec), 2021"
1694,India,33,Tamil Nadu,Gandhinagar,2021,11.32,1.3,1.3,55,55,55,2021,"Calendar Year (Jan - Dec), 2021"
1695,India,24,Gujarat,Gandhinagar,2021,1430.58,182.99,127.78,9423,7320,5262,2021,"Calendar Year (Jan - Dec), 2021"
1696,India,28,Andhra Pradesh,Gangadhara Nellore,2021,470.87,199.11,,13274,0,0,2021,"Calendar Year (Jan - Dec), 2021"
1697,India,28,Andhra Pradesh,Gangadharapuram,2021,0.32,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1698,India,9,Uttar Pradesh,Gangaghat,2021,96.51,44.23,8.26,2950,982,343,2021,"Calendar Year (Jan - Dec), 2021"
1699,India,33,Tamil Nadu,Gangaikondan,2021,2.93,1.61,1.29,108,108,81,2021,"Calendar Year (Jan - Dec), 2021"
1700,India,27,Maharashtra,Gangakhed,2021,63.46,16.46,0.36,1094,204,165,2021,"Calendar Year (Jan - Dec), 2021"
1701,India,8,Rajasthan,Gangana,2021,0.37,0.05,0.05,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
1702,India,8,Rajasthan,Ganganagar,2021,442.55,125.97,32.86,7813,1606,1606,2021,"Calendar Year (Jan - Dec), 2021"
1703,India,28,Andhra Pradesh,Ganganapalli,2021,0.22,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1704,India,8,Rajasthan,Gangapur,2021,2.99,0.78,0.51,48,28,19,2021,"Calendar Year (Jan - Dec), 2021"
1705,India,9,Uttar Pradesh,Gangapur,2021,29.28,10.43,6.92,690,672,615,2021,"Calendar Year (Jan - Dec), 2021"
1706,India,27,Maharashtra,Gangapur,2021,161.66,36.38,17.28,2189,881,632,2021,"Calendar Year (Jan - Dec), 2021"
1707,India,8,Rajasthan,Gangapur City,2021,10.9,1.7,1.35,82,190,187,2021,"Calendar Year (Jan - Dec), 2021"
1708,India,27,Maharashtra,Gangapur (Rithi),2021,0.08,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1709,India,19,West Bengal,Gangarampur,2021,132.4,48.24,24.57,3210,2104,953,2021,"Calendar Year (Jan - Dec), 2021"
1710,India,28,Andhra Pradesh,Gangavalli,2021,0.25,,,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1711,India,33,Tamil Nadu,Gangavalli,2021,16.31,7.24,2.6,478,478,169,2021,"Calendar Year (Jan - Dec), 2021"
1712,India,29,Karnataka,Gangawati,2021,107.32,30.68,5.42,2030,1054,500,2021,"Calendar Year (Jan - Dec), 2021"
1713,India,9,Uttar Pradesh,Gangoh,2021,83.69,35.17,23.03,2343,2124,902,2021,"Calendar Year (Jan - Dec), 2021"
1714,India,5,Uttarakhand,Gangolihaat,2021,1.66,0.28,0.22,17,10,10,2021,"Calendar Year (Jan - Dec), 2021"
1715,India,5,Uttarakhand,Gangotri,2021,0.07,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1716,India,11,Sikkim,Gangtok,2021,9.45,4.05,1.8,262,256,231,2021,"Calendar Year (Jan - Dec), 2021"
1717,India,28,Andhra Pradesh,Ganguru (OG),2021,0.35,0.04,0.04,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
1718,India,33,Tamil Nadu,Ganguvarpatti,2021,8.33,3.87,3.42,258,258,147,2021,"Calendar Year (Jan - Dec), 2021"
1719,India,21,Odisha,Ganjam,2021,21.02,5.49,3.26,353,288,229,2021,"Calendar Year (Jan - Dec), 2021"
1720,India,9,Uttar Pradesh,Ganj Dundawara,2021,52.07,23.42,10.99,1562,1326,699,2021,"Calendar Year (Jan - Dec), 2021"
1721,India,9,Uttar Pradesh,Ganj Muradabad,2021,42.33,18.84,8.87,1255,1071,639,2021,"Calendar Year (Jan - Dec), 2021"
1722,India,28,Andhra Pradesh,Gannavaram,2021,529.69,225.35,9.37,15012,597,142,2021,"Calendar Year (Jan - Dec), 2021"
1723,India,8,Rajasthan,Ganpatpura,2021,0.11,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1724,India,28,Andhra Pradesh,Gantyada,2021,50.7,30.42,12.69,2028,958,14,2021,"Calendar Year (Jan - Dec), 2021"
1725,India,8,Rajasthan,Ganwar Jatan,2021,0.06,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1726,India,9,Uttar Pradesh,Garautha,2021,39.03,15.86,3.85,1057,578,432,2021,"Calendar Year (Jan - Dec), 2021"
1727,India,3,Punjab,Gardhiwala,2021,3.8,1.68,0.32,113,43,6,2021,"Calendar Year (Jan - Dec), 2021"
1728,India,23,Madhya Pradesh,Garhakota,2021,138.05,51.65,26.64,3446,2701,1269,2021,"Calendar Year (Jan - Dec), 2021"
1729,India,6,Haryana,Garhi Harsaru,2021,0.39,0.06,0.06,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
1730,India,23,Madhya Pradesh,Garhi-Malhera,2021,46.73,17.34,14.61,1155,1153,230,2021,"Calendar Year (Jan - Dec), 2021"
1731,India,9,Uttar Pradesh,Garhi Pukhta,2021,26.48,11.36,5.9,757,668,365,2021,"Calendar Year (Jan - Dec), 2021"
1732,India,9,Uttar Pradesh,Garhmukhteshwar,2021,83.56,32.61,10.41,2173,1722,768,2021,"Calendar Year (Jan - Dec), 2021"
1733,India,3,Punjab,Garhshankar,2021,5.32,2.01,0.83,140,137,24,2021,"Calendar Year (Jan - Dec), 2021"
1734,India,20,Jharkhand,Garhwa,2021,155.52,43.33,31.01,2940,2362,1621,2021,"Calendar Year (Jan - Dec), 2021"
1735,India,24,Gujarat,Gariadhar,2021,38.98,14.56,4.98,969,829,142,2021,"Calendar Year (Jan - Dec), 2021"
1736,India,28,Andhra Pradesh,Garikaparru,2021,0.1,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1737,India,22,Chhattisgarh,Gariyaband,2021,38.34,16.39,6.69,1093,677,380,2021,"Calendar Year (Jan - Dec), 2021"
1738,India,23,Madhya Pradesh,Garoth,2021,28.93,7.67,6.12,505,504,241,2021,"Calendar Year (Jan - Dec), 2021"
1739,India,19,West Bengal,Garulia,2021,71.24,24.45,14.01,1602,1335,818,2021,"Calendar Year (Jan - Dec), 2021"
1740,India,8,Rajasthan,Gatheela Khera,2021,0.17,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1741,India,24,Gujarat,Gatrad,2021,0.07,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1742,India,9,Uttar Pradesh,Gaura Badshahpur,2021,32.16,14.36,,957,0,0,2021,"Calendar Year (Jan - Dec), 2021"
1743,India,9,Uttar Pradesh,Gaura Barhaj,2021,161.72,68.88,26.4,4592,3614,2237,2021,"Calendar Year (Jan - Dec), 2021"
1744,India,22,Chhattisgarh,Gaurella,2021,29.17,13.76,8.01,916,803,473,2021,"Calendar Year (Jan - Dec), 2021"
1745,India,9,Uttar Pradesh,Gauri Bazar,2021,91.63,37.27,9.92,2483,1966,769,2021,"Calendar Year (Jan - Dec), 2021"
1746,India,29,Karnataka,Gauribidanur,2021,34.27,8.91,2.12,594,586,302,2021,"Calendar Year (Jan - Dec), 2021"
1747,India,9,Uttar Pradesh,Gauriganj,2021,96.7,45.59,19.91,3039,2317,1145,2021,"Calendar Year (Jan - Dec), 2021"
1748,India,18,Assam,Gauripur,2021,104.44,54.38,22.51,3625,2414,1065,2021,"Calendar Year (Jan - Dec), 2021"
1749,India,24,Gujarat,Gavaridad,2021,0.2,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1750,India,9,Uttar Pradesh,Gawan,2021,12.63,4.97,2.35,329,262,137,2021,"Calendar Year (Jan - Dec), 2021"
1751,India,27,Maharashtra,Gawandevadi,2021,0.09,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1752,India,27,Maharashtra,Gawasi (Manapur),2021,0.2,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1753,India,10,Bihar,Gaya,2021,792.86,247.74,121.45,14631,8681,6524,2021,"Calendar Year (Jan - Dec), 2021"
1754,India,19,West Bengal,Gayeshpur,2021,104.25,38.46,19.66,2562,2030,841,2021,"Calendar Year (Jan - Dec), 2021"
1755,India,22,Chhattisgarh,Geedam,2021,10.48,4.96,2.55,330,261,163,2021,"Calendar Year (Jan - Dec), 2021"
1756,India,27,Maharashtra,Georai,2021,63.21,16.13,7.8,1056,862,502,2021,"Calendar Year (Jan - Dec), 2021"
1757,India,24,Gujarat,Geratpur,2021,0.11,0.04,0.04,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
1758,India,33,Tamil Nadu,Gerugambakkam,2021,1.92,0.2,0.2,9,9,9,2021,"Calendar Year (Jan - Dec), 2021"
1759,India,3,Punjab,Ghagga,2021,13.19,6.26,1.59,436,118,19,2021,"Calendar Year (Jan - Dec), 2021"
1760,India,24,Gujarat,Ghaluda,2021,0.28,0.07,0.07,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
1761,India,3,Punjab,Ghanaur,2021,1.61,0.74,0.02,49,3,3,2021,"Calendar Year (Jan - Dec), 2021"
1762,India,27,Maharashtra,Ghansavangi,2021,65.7,12.83,0.08,855,163,22,2021,"Calendar Year (Jan - Dec), 2021"
1763,India,24,Gujarat,Ghanteshvar,2021,0.9,0.15,0.15,7,7,7,2021,"Calendar Year (Jan - Dec), 2021"
1764,India,6,Haryana,Gharaunda,2021,161.35,31.07,4.58,2063,349,146,2021,"Calendar Year (Jan - Dec), 2021"
1765,India,22,Chhattisgarh,Gharghoda,2021,17.68,8.66,4.06,577,438,155,2021,"Calendar Year (Jan - Dec), 2021"
1766,India,23,Madhya Pradesh,Ghatabillod,2021,0.71,0.17,0.17,8,8,8,2021,"Calendar Year (Jan - Dec), 2021"
1767,India,19,West Bengal,Ghatal,2021,126.02,46.37,26.67,3088,2295,1491,2021,"Calendar Year (Jan - Dec), 2021"
1768,India,9,Uttar Pradesh,Ghatampur,2021,17.51,7.16,3.33,475,345,205,2021,"Calendar Year (Jan - Dec), 2021"
1769,India,27,Maharashtra,Ghatanji,2021,79.17,17.88,0.27,1188,38,14,2021,"Calendar Year (Jan - Dec), 2021"
1770,India,9,Uttar Pradesh,Ghaziabad,2021,7494.97,1061.02,555.67,61749,35102,26064,2021,"Calendar Year (Jan - Dec), 2021"
1771,India,9,Uttar Pradesh,Ghazipur,2021,129.18,54.34,34.66,3654,2042,980,2021,"Calendar Year (Jan - Dec), 2021"
1772,India,27,Maharashtra,Ghera Purandar,2021,0.14,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1773,India,9,Uttar Pradesh,Ghiraur,2021,32.16,14.36,7.06,957,1098,550,2021,"Calendar Year (Jan - Dec), 2021"
1774,India,27,Maharashtra,Ghogali (Rithi),2021,0.08,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1775,India,10,Bihar,Ghoghardiha,2021,123.35,32.93,12.7,2195,1303,368,2021,"Calendar Year (Jan - Dec), 2021"
1776,India,1,Jammu And Kashmir,Ghomanhasan,2021,8.32,2.96,0.61,198,97,5,2021,"Calendar Year (Jan - Dec), 2021"
1777,India,8,Rajasthan,Ghooghra,2021,0.04,,,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1778,India,9,Uttar Pradesh,Ghorawal,2021,41.37,17.1,5.14,1140,1410,875,2021,"Calendar Year (Jan - Dec), 2021"
1779,India,9,Uttar Pradesh,Ghosi,2021,28.79,12.84,8.61,856,841,714,2021,"Calendar Year (Jan - Dec), 2021"
1780,India,9,Uttar Pradesh,Ghosia Bazar,2021,87.36,35.6,10.98,2373,1227,651,2021,"Calendar Year (Jan - Dec), 2021"
1781,India,27,Maharashtra,Ghotawade,2021,0.17,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1782,India,9,Uttar Pradesh,Ghughuli,2021,60.55,25.64,13.85,1709,1510,614,2021,"Calendar Year (Jan - Dec), 2021"
1783,India,24,Gujarat,Ghuma,2021,1.4,0.17,0.17,7,7,7,2021,"Calendar Year (Jan - Dec), 2021"
1784,India,2,Himachal Pradesh,Ghumarwin,2021,3.76,1.04,0.32,69,67,39,2021,"Calendar Year (Jan - Dec), 2021"
1785,India,24,Gujarat,Ghuntu,2021,0.63,0.2,0.2,9,9,9,2021,"Calendar Year (Jan - Dec), 2021"
1786,India,23,Madhya Pradesh,Ghuwara,2021,63.49,24.39,11.47,1626,1615,662,2021,"Calendar Year (Jan - Dec), 2021"
1787,India,28,Andhra Pradesh,Giddaluru,2021,496.43,173.98,36.27,11546,3431,1701,2021,"Calendar Year (Jan - Dec), 2021"
1788,India,3,Punjab,Gidderbaha,2021,34.31,16.11,2.05,1089,199,66,2021,"Calendar Year (Jan - Dec), 2021"
1789,India,33,Tamil Nadu,Gingee,2021,19.25,7.56,4.53,502,494,202,2021,"Calendar Year (Jan - Dec), 2021"
1790,India,8,Rajasthan,Girdharipura,2021,0.08,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1791,India,8,Rajasthan,Girdharipura,2021,0.75,0.17,0.17,7,7,7,2021,"Calendar Year (Jan - Dec), 2021"
1792,India,9,Uttar Pradesh,Girdharpur,2021,0.07,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1793,India,9,Uttar Pradesh,Girdharpur,2021,0.5,0.08,0.08,4,4,4,2021,"Calendar Year (Jan - Dec), 2021"
1794,India,8,Rajasthan,Girdharpura,2021,0.23,0.05,0.05,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
1795,India,9,Uttar Pradesh,Girdharpur Tumrail,2021,0.06,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
1796,India,20,Jharkhand,Giridih,2021,373.55,150.15,99.31,10000,10051,3555,2021,"Calendar Year (Jan - Dec), 2021"
