srcYear,srcStateName,City name,Location name,Number of Monitoring Days,Minimum Concentration of Sulphur Dioxide (SO2) (24-hourly average),Maximum Concentration of Sulphur Dioxide (SO2) (24-hourly average),Concentration of Sulphur Dioxide (SO2) (Annual average),YearCode,Year
2018,Madhya Pradesh,Guwahati,"Guwahati University, Kamrup",130.0,5.0,16.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Guwahati,"ITI Building, Gopinath Nagar",133.0,4.0,16.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Guwahati,"Khanapara, Central Dairy, Kamrup",144.0,4.0,20.0,8.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Guwahati,"Near Pragjyotish College, Santipur",143.0,4.0,17.0,8.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Margherita,Coal India Office,96.0,4.0,9.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Amlai,HJI,101.0,10.0,26.0,17.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Amlai,OPM,135.0,7.0,24.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",105.0,2.0,20.0,9.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bhopal,CETP Govindpura,121.0,2.0,17.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bhopal,"Nutan Subhash School, T.T. Nagar",104.0,2.0,8.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bhopal,"Kolar Thana, Kolar Road, Bhopal",102.0,2.0,18.0,8.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bhopal,"AKVN Office, Industrial Area Mandideep, Raisen",85.0,2.0,26.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bhopal,"Barkatuallah University, Hoshgabad Road, Bhopal",101.0,2.0,12.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bhopal,"Main Road, Hemu Colony, Bairagarh, Bhopal",105.0,2.0,16.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Chhindwara,"HIG 33, Front of Geetanali Park Housing Board Colony, Chadagaon",87.0,2.0,23.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Chhindwara,"Hindustan Unileaver, Narsinghpur Road,",84.0,2.0,7.0,3.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Dewas,EID Perry (I) Limited,105.0,11.0,20.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Dewas,Dewas Metal Section,96.0,9.0,21.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Dewas,Vikas Nagar,104.0,11.0,20.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Gwalior,Dindayal Nagar,75.0,9.0,16.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Gwalior,Maharaj Bada,92.0,10.0,18.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Indore,"M.P. Laghu Udyog, Pologround",98.0,3.0,13.0,10.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Indore,"Kothari Market, M.G. Road",108.0,3.0,39.0,10.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Indore,"Telephone Nagar, 26 A, Kanadia Road",110.0,4.0,16.0,10.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Jabalpur,Vijay Nagar,102.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Jabalpur,Udaipur Beverage Racchai,102.0,3.0,19.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Katni,"HIG4 Housing Board Colony Jhinjhri, Katni",98.0,7.0,30.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Katni,"Calderys Works Refactories India Private Limited, Guest House, Katni",94.0,6.0,27.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Nagda,Chem. D. Labour Club,74.0,9.0,33.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Nagda,B C I Labour Club,78.0,7.0,20.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Nagda,Grasim Kalyan Kendra,77.0,6.0,23.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Prithampur,"Vikas Bhavan, Sector2",103.0,6.0,27.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Prithampur,"RCC Over Head Tank No. 1, Sector3",104.0,6.0,27.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Sagar,Pt.Deendayal Nagar,91.0,2.0,11.0,3.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Sagar,"Katra Bazar, Sagar",96.0,2.0,6.0,3.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Satna,Subdivisional Office E/M Light Machniery,89.0,3.0,6.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Satna,"MPPCB,Dharwari GaliNo.5,House No.318",113.0,2.0,5.0,3.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Singrauli,Jayant Township,75.0,15.0,37.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Singrauli,"N.T.P.C., Vidyanagar",75.0,13.0,32.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Singrauli,Waidhan,75.0,14.0,31.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Ujjain,District Office,95.0,10.0,19.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Ujjain,Regional Office,106.0,6.0,17.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Ujjain,Mahakal Temple,122.0,3.0,38.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Ujjain,Chamunda Mata Chouraha,96.0,10.0,18.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Akola,"LRT Commerce College, Civil Lines, Akola",105.0,9.0,14.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Akola,"MIDC Water Work, PhashII, MIDC Akola",101.0,11.0,18.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Akola,"College Of Engineering & Tech, Akola",104.0,10.0,15.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Dombivali/Ambernath,Ambernath Municipal Council Office,86.0,16.0,41.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Amravati,"Apurva Oil Industries, A23, MIDC",90.0,10.0,27.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Amravati,"Elect. Dept., Govt College Engineering",86.0,10.0,24.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Amravati,"Rajkamal Square, Vaneeta Samaj",83.0,10.0,27.0,17.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Aurangabad,S.B.E.S. College,85.0,10.0,27.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Aurangabad,Collector Ofiice,76.0,8.0,16.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Aurangabad,"C.A.D.A. Ofiice, Garkheda",83.0,7.0,24.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Badlapur,BIWA Office,82.0,15.0,38.0,24.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Bhiwandi,"Prematai Hall, Near Dhamankar Naka",88.0,26.0,41.0,32.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Bhiwandi,"Fire Brigade Office, I.G.M. Hospital",100.0,22.0,42.0,31.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Bhiwandi,"Regional Office, M.P.C. Board, Kalyan",106.0,22.0,58.0,30.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Chandrapur,Grampanchat Ghughus,100.0,4.0,6.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Chandrapur,M.I.D.C. Chandrapur,102.0,4.0,8.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Chandrapur,Nagar Parishad,330.0,4.0,75.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Chandrapur,"Gadchandur Gram Panchayat, Rajura",100.0,4.0,6.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Chandrapur,"MIDC, Tadali",100.0,4.0,8.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Chandrapur,"Muncipal Council, Ballarshah",99.0,4.0,6.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Dombivali/Ambernath,Dombivali MIDC PhaseII,85.0,15.0,43.0,27.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Jalgaon,B. J. Market,111.0,10.0,21.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Jalgaon,Girna water tank,110.0,9.0,19.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Jalgaon,MIDC Jalgaon,109.0,10.0,20.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Jalna,"Bachat Bhawan, Near S P Office",90.0,8.0,14.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Jalna,"Krishidhan Seeds Ltd, MIDC Area",88.0,8.0,14.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Kolhapur,"University Campus, Shivaji University",94.0,7.0,19.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Kolhapur,"Ruikar Trust, S.T. Stand",98.0,15.0,42.0,27.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Kolhapur,"Mahadwar Road, Near Mahalaxmi Temple",100.0,12.0,34.0,22.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Latur,MIDC Water Works,105.0,4.0,8.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Latur,Kshewraj Vidyalaya Shyam nagar,108.0,4.0,8.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Latur,Sidhheshwar Sahakari Bank Ganjgolai,104.0,4.0,8.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Mumbai,"Bank of India, Kalbadevi Branch, Kalbadevi",20.0,2.0,4.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Mumbai,"Parel TT, Ambedkar Road",95.0,2.0,7.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Mumbai,Worli,97.0,2.0,6.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nagpur,Institution of Engineers,115.0,8.0,27.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nagpur,"Govt. Polytechnic College, Sadar",111.0,7.0,28.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nagpur,MIDC Office Hingana Road,101.0,6.0,37.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna",89.0,2.0,17.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nagpur,"Nagpur Coop Building, Maskasath, Itwari",91.0,2.0,22.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nagpur,"NEERI Lab, Nehru Marg, Highway No. 7",83.0,2.0,18.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nagpur,"MPCB Office Premises, Civil Lines",313.0,6.0,33.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nashik,R.T.O. Colony Tank,101.0,2.0,24.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura",104.0,3.0,22.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nashik,Nashik Municipal Council Building,99.0,3.0,22.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nashik,"MPCB Sub R.O. Udyog Bhawan, Nashik",312.0,3.0,24.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",98.0,13.0,33.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Navi Mumbai,"Dr. D.Y. Patil College, Nerul, TTC",100.0,11.0,27.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Navi Mumbai,"MPCB Lab, Mhape, TTC",97.0,13.0,26.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Navi Mumbai,CIDCO Nodal Office Kharghar,102.0,12.0,27.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Navi Mumbai,"Water Pump House, Panvel, Taloja",103.0,12.0,27.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Navi Mumbai,"MIDC Collom Facility Building, Taloja",95.0,12.0,34.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,PimpriChinchwad,"Bank of Baroda Builing, Near M.C Builiding",261.0,9.0,76.0,39.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Pune,"Maratha Chamber of commerce, Bhosari",98.0,9.0,80.0,39.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Pune,State Electricity Board BLDG Nalstop,84.0,8.0,71.0,38.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Pune,Swargate Police Chawki,75.0,9.0,73.0,35.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Sangli,"Udyog bhavan / SRO, MPCB Sangli",97.0,4.0,33.0,9.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Sangli,Sangli Miraj Primary school Building,110.0,6.0,44.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Sangli,Krishna Valley School,101.0,5.0,18.0,10.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Solapur,WIT Campus,103.0,11.0,19.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Solapur,Voronoko School / Chitale Clinic,104.0,12.0,19.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Thane,"Maternity Hospital, Dhobighat, Thane East",90.0,10.0,25.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Thane,"Shahu Market,Naupada, Thane West",89.0,9.0,26.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Thane,"Kolshet and Balkum, Thane West",92.0,9.0,22.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Ulhasnagar,Smt. C. H. M. College Campus,79.0,13.0,32.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Ulhasnagar,"Octroi Naka, PawaiChowk, Vithalwadi",85.0,13.0,37.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Manipur,Imphal,Secretariat Building,24.0,2.0,100.0,10.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Khliehriat,"O/o BDO, C & R.D. BlockKhliehriat",102.0,2.0,6.0,3.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Byrnihat,"EPIP, RiBhoi district",108.0,21.0,34.0,26.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Dawki,"Terrace building, Jaintia Hills District",102.0,2.0,4.0,3.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Nongstoin,"Office Premises of E.E, PHED",104.0,2.0,4.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Shillong,"Boards Office Permises, Lumpyngngad",104.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Shillong,State Tuberculosis Hospital,104.0,2.0,12.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Shillong,"Forest Rest House, Polo Hills",104.0,2.0,7.0,3.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Shillong,"41/2 mile, Mylliem Range Office",104.0,2.0,4.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Tura,"PHED, Araimille, West Garo Hills District",103.0,2.0,3.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Umiam / Umsning,"Umiam Industrial Complex, RiBhoi District",104.0,2.0,6.0,3.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Aizawl,"Khatla, M.GRoad, Mizoram SPCB",101.0,2.0,5.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Aizawl,Laipuitlang,96.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Aizawl,Bawngkawn,101.0,2.0,3.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui",101.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Aizawl,"Lengpui Airport, Model Veng, Lengpui",102.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng",95.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Champhai,"Lalzidinga building, Vengthlang",95.0,2.0,5.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Kolasib,"H. Lalthuama Building, Project Veng",97.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn",96.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng",93.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Lunglei,"K.Lalliantluanga, Chanmari I, Lunglei",93.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Nagaland,Dimapur,Bank Colony,116.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Nagaland,Dimapur,Dhobinala,107.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Nagaland,Kohima,Opposite NST Office,114.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Nagaland,Kohima,Opposite War Cemetery,108.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Angul,Industrial Estate,106.0,3.0,20.0,9.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Angul,NALCO Township,105.0,5.0,15.0,10.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Balasore,Sahadevkhunta,104.0,2.0,4.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Balasore,DIC office,104.0,2.0,3.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Balasore,Rasalpur near Balgopalpur I/A,104.0,6.0,10.0,8.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Berhampur,Regional Office Orissa SPCB,103.0,2.0,20.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Bhubneshwar,Capital Police Station,69.0,2.0,5.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Bhubneshwar,IRC Village,93.0,2.0,8.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Bhubneshwar,Office Premises Bhubaneswar,92.0,2.0,5.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Bhubneshwar,"Water works, Palasuni, Rasalgarh",75.0,2.0,5.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Bhubneshwar,"Patrapara, Khandagiri",99.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Bhubneshwar,Chandrashekharpur,95.0,2.0,15.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Bonaigarh,Govt. Hospital Bonai At/Po/PSBonai DistSudargarh,105.0,5.0,18.0,8.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Cuttack,"Traffic Tower, Badambadi",56.0,3.0,6.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Cuttack,P.H.D Office Barabati,105.0,2.0,8.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar",105.0,2.0,9.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Jharsuguda,R.O. Building Cox colony,106.0,5.0,24.0,10.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Jharsuguda,"TRL Colony, M/s. TRL Krosaki Refractories Ltd. PO: Bhepahar,",100.0,4.0,11.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Kalinga Nagar,RO Office Building,89.0,2.0,3.0,3.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Kalinga Nagar,"Maintenance Office of M/s NINL, Duburi",95.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Konark,Konark Police Station,109.0,2.0,4.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Paradeep,On roof of PPT Staff Quarter,98.0,14.0,35.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Paradeep,On roof of PPL Gueest,98.0,12.0,33.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Paradeep,On roof of STP building IFFCO,64.0,12.0,26.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Puri,Sadar police station,55.0,2.0,2.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Puri,Town Police Station,90.0,2.0,5.0,2.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Rajgangpur,"DISIR, Rajgangpur",87.0,6.0,50.0,17.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Rayagada,Regional Office Orissa SPCB,105.0,2.0,19.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Rayagada,"LPS High School, Jaykaypur",104.0,2.0,14.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Rourkela,"Regional Office, ORPB",104.0,2.0,13.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Rourkela,Kalunga Industrial Estate,88.0,7.0,20.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Rourkela,"IDL Police Outpost, Sonaparbat",105.0,5.0,15.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Rourkela,"Kuarmunda, Sundergarh",105.0,4.0,15.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Sambalpur,"Filter Plant, PHD Office, Modipara",100.0,3.0,39.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Talcher,Coal Field Area,104.0,5.0,13.0,10.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Talcher,T.T.P.S.Colony,104.0,6.0,15.0,10.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Puducherry,Puducherry,"DSTC Office Upstairs, PHB 3rd Floor, AnnaNagar",84.0,3.0,5.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Puducherry,Puducherry,PIPDIC Ind. Estate Mettupalayam,74.0,3.0,5.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Puducherry,Puducherry,Chamber Of Commerce,87.0,3.0,6.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Puducherry,Karaikal,"B.Ed College (PKCE), Nehru Nagar",89.0,2.0,12.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Puducherry,Karaikal,"Govt. Tourist Home, Kovilpathu",93.0,2.0,19.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Puducherry,Karaikal,"M/s Puducherry Power Corporation Limited, Polagam, T.R. Pattinam,",89.0,2.0,16.0,4.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Aligarh (Jagraon),"Forest Office, Vill:Aligarh, Teh:Jagraon",119.0,4.0,9.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Amritsar,R.O. Focal Point (earlier Nagina soap factory),99.0,9.0,15.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Amritsar,"Vinod Chilling Center / Kochar Bhavan (earlier A1,Platers)",94.0,10.0,16.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Aspal Khurd (Tapa),"Vill:Aspal Khurd, Teh:Tapa",49.0,4.0,8.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Bhatinda,"Bathinda Milk Producers, Dabwali Road",59.0,4.0,7.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Binjon (Garshankar),"CHC, Vill:Binjon, Teh: Garshankar",87.0,3.0,10.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Bishanpura (Payal),"Longowalia Yarns (UnitII), VillBishanpura, Teh: Payal",119.0,4.0,15.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Changal (Sangrur),"Mastuana Sahib, Vill:Changal, Teh:Sangrur",36.0,4.0,7.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Chowkimann (Jagraon),"Ludhiana College of Engineering, Vill:Chowkimann, Teh:Jagraon",133.0,3.0,10.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Dera Baba Nanak,CPYTE Building,115.0,4.0,8.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Punjab,Dera Bassi,"Punjab Chem and Crop Protection, Bhanakarpur Rd",115.0,4.0,10.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
