ROWID,Country,State lgd code,State,Station code,Station name,Minimum temperature for ground water in celsius,Maximum temperature for ground water in celsius,Minimum potential of hydrogen value in water,Maximum potential of hydrogen value in water,Minimum conductivity level,Maximum conductivity level,Minimum biochemical oxygen demand,Maximum biochemical oxygen demand,Minimum  of nitrate n + nitrite n required required for ground water,Maximum  of nitrate n + nitrite n required required for ground water,Minimum  of faecal coliforms required for ground water,Maximum   of faecal coliforms required for ground water,Minimum  of total coliform required for ground water,Maximum  of total coliform required for ground water,Source year,Year code,Year
2143,India,24,Gujarat,2095,"BORE WELL AT STP MADHAPAR, DIST. RAJKOT.",27,28,7.1,7.3,1900,2067,0.2,0.5,1.1,1.5,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2144,India,21,Odisha,3974,"KANIHA, TALCHER",27,28,7.9,8.2,271,503,0.5,0.6,0.2,0.27,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2145,India,19,West Bengal,1766,"MINE PIT WATER ASSANSOL,  WEST BENGAL",27,30.5,8.4,8.4,669,752,0.5,0.6,,0.05,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2146,India,19,West Bengal,1777,"BEHALA CALCUTTA, WEST BENGAL",27,28,7.6,7.9,981,1097,0.7,0.7,0,0.3,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2147,India,24,Gujarat,3219,"WELL OF IDAR, NAGAR PALIKA,  SAKARIA, IDAR",27,27,7.1,7.1,1813,1813,0.7,0.7,16.74,16.74,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2148,India,19,West Bengal,2548,"HIDCO OFFICE, RAJARHAT",27,29,7.2,7.5,1832,2040,0.5,0.7,0.1,0.2,2,2,11,11,2014,2014,"Calendar Year (Jan - Dec), 2014"
2149,India,19,West Bengal,1767,"DURGAPUR TOWN, NEAR IISCO,  BURDWAN, WEST BENGAL",27,28,7.5,8.1,233,813,0.3,0.8,0.464,1,2,2,4,4,2013,2013,"Calendar Year (Jan - Dec), 2013"
2150,India,19,West Bengal,2516,"SDO OFFICE, KRISHNANAGAR",27,28,7.6,7.6,575,746,0.4,0.8,0.12,0.35,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2151,India,19,West Bengal,2536,NALHATI RAILWAY STATION OF BIRBHUM,27,30,6.2,6.6,915,956,0.7,0.8,0.9,1,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2152,India,21,Odisha,1649,"KHANDAGIRI AREA,  BHUBANESWAR",27,28,6.2,6.7,133,652,0.3,0.9,0.25,0.36,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2153,India,19,West Bengal,2538,MOREGRAM CROSSING,27,30,7,7.1,348,372,0.7,0.9,0.2,1,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2154,India,28,Andhra Pradesh,1516,"BOREWELL OF NAVLOK GARDENS, NELLORE",27,27,8.3,8.3,1020,1074,0.8,0.9,0.99,1.12,2,2,400,400,2017,2017,"Calendar Year (Jan - Dec), 2017"
2155,India,24,Gujarat,3218,"WELL OF MODASA, NAGAR  PALIKA, VARIGRUH, MODASA",27,27,7,7,1832,1832,1,1,15.95,15.95,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2156,India,21,Odisha,1653,"MANCHESWAR INDUSTRIAL AREA,  BHUBANESWAR, ORISSA",27,31,6.5,7.8,115,255,0.4,1.1,1.907,5,2,2,2,2,2013,2013,"Calendar Year (Jan - Dec), 2013"
2157,India,18,Assam,1539,"GROUND WATER AT BARPETA, ASSAM",27,28,7.3,7.8,272,309,0.8,1.1,0.4,1.9,2,2,2,300,2017,2017,"Calendar Year (Jan - Dec), 2017"
2158,India,18,Assam,1540,"*BONAIGAON, ASSAM",27,27,7,7.4,96,139,1.1,1.2,0.1,5,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2159,India,24,Gujarat,1958,GROUND WATER AT  HIMATNAGAR,27,27,7.8,7.8,826,826,1.2,1.2,3.02,3.02,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2160,India,19,West Bengal,1932,CENTRAL KOLKATA,27,28,7.19,8.35,908,1053,0.5,1.2,0,0.08,2,2,4,4,2012,2012,"Calendar Year (Jan - Dec), 2012"
2161,India,24,Gujarat,3219,"WELL OF IDAR, NAGAR PALIKA, SAKARIA, IDAR",27,27,7.3,7.3,1768,1768,1.2,1.2,2.9,2.9,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2162,India,24,Gujarat,3226,PATAN BOREWELL,27,27,7.6,8.6,1628,1882,1,1.3,1.9,2.3,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2163,India,19,West Bengal,2540,SATI GHAT AT BANKURA TOWN,27,28,7.1,7.8,1635,2240,0.7,1.3,0.188,1,2,2,2,23,2013,2013,"Calendar Year (Jan - Dec), 2013"
2164,India,19,West Bengal,1776,"GARIA CALCUTTA, WEST BENGAL",27,29,7.4,7.7,921,930,1,1.4,0.1,0.3,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2165,India,18,Assam,4328,"GROUND WATER BESIDE MSW  DUMPING SITE, DHEKIAJULI",27,27,6.5,6.5,207,207,1.5,1.5,0.8,0.8,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2166,India,19,West Bengal,2537,BOLPUR NEAR RAILWAY STATION,27,29,6.1,6.5,528,824,0.9,1.5,0.31,1.18,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2167,India,18,Assam,4335,"GROUND WATER FROM  AMGURI, AMGURI TOWN",27,27,7,7,144,144,1.6,1.6,0.3,0.3,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2168,India,21,Odisha,1652,"KALPNA - LAXMINAGAR  AREA, BHUBANESWAR, ORISSA",27,30,5.3,6.9,319,427,0.5,1.6,0.66,2.494,2,2,2,4,2012,2012,"Calendar Year (Jan - Dec), 2012"
2169,India,21,Odisha,3973,"MAHANADI COAL FIELD AREA, TALCHER",27,27,7.6,7.8,642,648,1,1.6,1.75,7.5,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2170,India,24,Gujarat,3226,PATAN BOREWELL,27,36,7.9,8.3,9,195,1.4,1.7,0.83,5.21,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2171,India,18,Assam,3813,"GROUND WATER FROM BONDA, GUWAHATI",27,27,5.6,5.6,309,309,1.7,1.7,1.9,1.9,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2172,India,24,Gujarat,1958,HIMATNAGAR,27,27,8,8.2,657,703,1.3,1.7,2.9,3.94,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2173,India,21,Odisha,1657,"HOSPITAL - BUSSTAND-  MAUSHIMA TEMPLE AREA, PURI, ORISSA",27,32,7.4,7.5,911,1086,1,1.7,9.59,11.03,2,2,2,6,2012,2012,"Calendar Year (Jan - Dec), 2012"
2174,India,24,Gujarat,1957,SIDDHPUR (DIST.PATAN),27,27,7.5,8.6,1628,1818,1.6,1.7,0.5,1.3,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2175,India,24,Gujarat,3223,BOREWELL KADI INDUSTRIAL AREA,27,30,7.8,8.1,1667,1840,1,1.7,0.8,3.4,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2176,India,24,Gujarat,3225,VISNAGAR BOREWELL,27,30,7.7,8.2,818,2290,1.6,1.8,2.25,2.93,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2177,India,24,Gujarat,3219,"WELL OF IDAR, NAGAR PALIKA, SAKARIA, IDAR",27,27,7.9,8.1,1243,1316,1.8,1.8,3.01,4.31,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2178,India,23,Madhya Pradesh,2148,"DOSIGAON, RATLAM",27,27,7,7,1860,1860,1.8,1.8,5,5,2,2,25,25,2018,2018,"Calendar Year (Jan - Dec), 2018"
2179,India,18,Assam,3779,"GROUND WATER FROM GARMUR, MAJULI",27,27,7.5,7.5,391,391,1.9,1.9,0.2,0.2,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2180,India,24,Gujarat,3223,BOREWELL KADI INDUSTRIAL AREA,27,30,7.7,8.1,1525,1792,1.6,1.9,2.64,3.69,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2181,India,24,Gujarat,3227,VIJAPUR (RANASAN) BOREWELL,27,32,7.1,7.1,5,1710,1.8,2,3.17,4.59,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2182,India,19,West Bengal,1937,RAJARHAT - NEW TOWNSHIP,27,31,7.5,8.3,294,2328,1.4,2,0.4,0.5,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2183,India,24,Gujarat,1970,"BOREWELL D/S TSDF SITE, GIDC  INDUSTRIAL AREA, VAPI",27,27,7.8,8,498,672,0.2,2,0.35,0.41,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2184,India,19,West Bengal,1931,COSSIPORE - NORTH KOLKATA,27,33,7.4,8.2,270,2506,0.6,2.1,0.2,0.3,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2185,India,24,Gujarat,1968,"VAPI INDUSTRIAL AREA IN D/S,  VAPI",27,27,7.8,7.9,444,482,0.2,2.1,0.27,0.35,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2186,India,19,West Bengal,1932,CENTRAL KOLKATA,27,28,7.8,8.5,758,897,0.8,2.2,0.4,0.8,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2187,India,24,Gujarat,1967,"ATUL, VILLAGE G.W, (VALSAD)",27,27,7.9,8,436,498,0.2,2.3,0.25,0.26,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2188,India,24,Gujarat,3208,"JILLA PANCHAYAT SCHOOL,  NEAR GRAM PANCHAYAT KATA  FALIA, VILLAGE NAMDHA,  VALSAD",27,27,7.8,8,577,1180,0.3,2.3,0.43,0.5,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2189,India,24,Gujarat,3209,"BOREWELL OF GAYATRI PRAGNA  SCHOOL, BHADARWAD ROAD,  BAZAR FALIA, SARIGAM, VALSAD",27,27,8,8,1450,1450,2.3,2.3,0.18,0.18,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2190,India,18,Assam,1537,"*(JORHAT, ASSAM",27,29,6.7,7.7,225,416,1.5,2.6,0.2,1.6,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2191,India,19,West Bengal,1934,CENTRAL HOWRAH-RESIDENTAIL AREA,27,28.5,7.4,7.7,2255,2390,0.5,2.6,0.14,0.23,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2192,India,19,West Bengal,1936,RESIDENTIAL AREA - SONARPUR,27,28,6.9,7.5,871,937,0.9,2.7,0,0.4,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2193,India,18,Assam,3766,MANGALDOI TOWN,27,27,6.4,6.4,287,287,2.8,2.8,2.4,2.4,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
2194,India,33,Tamil Nadu,4816,AUTHOR ÃÂÃ¢ÂÂ MUKKANI  AGRAGARAM STREET INFRONT  OF THIRU N. SAMUTHRAPANDI  HOUSE BORE WELL,27,27,6.9,6.9,1401,1401,2.9,2.9,2.32,2.32,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2195,India,18,Assam,2251,"GROUND WATER FROM  JAGIROAD NEAR HPC EFFLUENT  DISCHARGE POINT, ASSAM",27,29,6.3,6.3,40,919,1.3,4,0.7,1.6,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2196,India,36,Telangana,4263,"BOREWELL NEAR MPP SCHOOL  GADDAPOTHARAM VILLAGE,  JINNARAM MANDAL,  SANGAREDDY DISTRICT",27,27,7,7.3,3480,3640,8.4,8.4,29.29,29.29,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2197,India,10,Bihar,2586,"HAND PUMP WATER AT BUS STAND, KATIHAR",27,29,6.9,7.3,278,402,,,0.1,1.1,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2198,India,10,Bihar,1842,"TAP WATER SAMPLE AT RAMKUND, GAYA",27,27,7,7,478,710,,,0.1,0.3,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
2199,India,10,Bihar,1831,"BORE WELL WATER MMC PUMP  HOUSE BRAHMPURA NAKA,  MUZAFFARPUR",27,27,7.6,7.6,641,641,,,0.77,0.77,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2200,India,8,Rajasthan,2028,"NEAR SAMSHAN VISHWAKARMA  NAGAR, MAHARANIFARM, JAIPUR",27,29,7.57,7.9,1190,1220,0.31,0.4,0.14,0.42,3,3,3,4,2012,2012,"Calendar Year (Jan - Dec), 2012"
2201,India,8,Rajasthan,3006,"HAND PUMP NEAR NEVTA TIRAHA,  NEVTA DAM, SANGANER, JAIPUR",27,28,8.41,8.42,1500,1510,0.22,0.6,0.32,0.74,3,3,3,4,2012,2012,"Calendar Year (Jan - Dec), 2012"
2202,India,19,West Bengal,1768,"DURGAPUR TOWN, BURDWAN,  WEST BENGAL",27,28,6.9,7.8,711,1260,0.6,0.8,3,4.164,3,3,4,4,2013,2013,"Calendar Year (Jan - Dec), 2013"
2203,India,8,Rajasthan,2027,"NEAR ABN CENTRAL ACADEMY,  SUSILPURA, SODALA, JAIPUR",27,29,7.37,8.13,870,970,0.26,0.85,0.02,1.14,3,3,3,4,2012,2012,"Calendar Year (Jan - Dec), 2012"
2204,India,28,Andhra Pradesh,1523,"B/W. - NEAR M/S ANDHRA  SUGARS LTD. , KOVVUR , W.G.DIST., A.P",27,27,7.9,7.9,347,347,1,1,0.2,0.2,3,3,14,14,2014,2014,"Calendar Year (Jan - Dec), 2014"
2205,India,8,Rajasthan,1724,"WELL OF GOOJARON KI  TALAI, MOHANA ROAD  SANGANER JAIPUR",27,29,8.1,8.2,350,1900,1,1.3,2.3,3.1,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2206,India,8,Rajasthan,3006,"HAND PUMP NEAR NEVTA  TIRAHA, NEVTA DAM,  SANGANER, JAIPUR",27,29,7.8,8.1,2400,4200,0.8,1.4,2.1,2.1,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2207,India,8,Rajasthan,2970,"RIICO TUBE WELL, RIA,  BEHROR",27,29,7.1,7.7,1720,1740,1.2,1.5,2,2.2,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2208,India,8,Rajasthan,2032,"NEAR KHANPURA TALAB, AJMER",27,27,7.5,8.3,340,400,1.5,1.6,1.6,1.84,3,3,3,3,2017,2017,"Calendar Year (Jan - Dec), 2017"
2209,India,8,Rajasthan,2964,"WELL AT INDIA PUBLIC  SCHOOL, MANPUR  MACHERI, JAIPUR",27,28,7.6,8.2,640,2100,1,1.6,0.4,1.1,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2210,India,8,Rajasthan,2025,"NEAR SHREE  KALYANESHWAR MAHADEV  TEMPLE, JAI SINGH PURA  KHURD, JAIPUR.",27,27,7.2,8.1,830,2200,0.7,1.6,5.6,6.1,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2211,India,8,Rajasthan,2969,"M/S SPECIALTY SILICA LTD.,  MIA ALWAR AGRO FOOD PARK, ALWAR",27,28,7.3,7.4,900,920,1.4,1.6,1.4,2.2,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2212,India,8,Rajasthan,2963,"WELL OF RIICO AT LEATHER  COMPLEX, MANPUR  MACHERI, JAIPUR",27,27,7.6,7.8,1100,1600,1.2,1.6,1.8,2.2,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2213,India,8,Rajasthan,2030,"OPPOSITE PRIVATE BUS STAND, AJMER",27,28,7.9,8.5,2000,3400,1.5,1.6,2.8,3.15,3,3,3,3,2017,2017,"Calendar Year (Jan - Dec), 2017"
2214,India,8,Rajasthan,1706,"RIICO PUMP HOUSE NEAR  MONTO MOTORS, MIA,  ALWAR",27,28,7.7,7.9,1070,1130,1.3,1.8,1,1.7,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2215,India,8,Rajasthan,1715,HAND PUMP NEAR  SECONDARY SCHOOL ABOUT  300MT. FROM KANSUA  NALLAH KOTA,27,28,7.8,8.3,1270,1320,1.7,1.8,1,1.2,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2216,India,8,Rajasthan,1713,"WELL AT VILLAGE GATTAL,  NEAR, BHIWADI TO BHIWADI  INDUSTRIAL AREA, BHIWADI",27,28,7.2,7.8,1350,1670,1.3,1.9,1.7,2.1,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2217,India,8,Rajasthan,2973,"RIICO TUBE WELL, RIA,  SHAHJAHANPUR",27,28,7.5,7.7,3200,5000,1.4,1.9,4.2,5,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2218,India,8,Rajasthan,2015,"PABUPURA ROAD NEAR CIVIL  AIR PORT, JODHPUR  (MANGILAL RATHOR)",27,36.2,7.1,7.4,3600,5200,1.8,1.9,3.7,4.6,3,3,4,4,2016,2016,"Calendar Year (Jan - Dec), 2016"
2219,India,8,Rajasthan,1710,"WELL AT VILLAGE ALUPUR,  VERY NEAR BHIWADI  INDUSTRIAL AREA, BHIWADI",27,28,7.5,7.7,1400,1550,1.4,2,2.4,2.5,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2220,India,8,Rajasthan,1720,"CHAUDHARY KA WELL  VILLAGE PANIALA,  KOTAPUTALI NEAR  ASSOCIATED ALCOHOL  BREVERIES LTD JAIPUR",27,28,7.8,8.2,1530,2500,1.1,2,2.3,3.1,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2221,India,8,Rajasthan,2026,"NEAR FOJI NAGAR, KACCHI  BASTI, AMBABARI, JAIPUR.",27,28,7.9,8.2,390,740,0.8,2.1,8.4,8.8,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2222,India,8,Rajasthan,2029,"NEAR GANDHI BHWAN, AJMER",27,27,8,8.6,880,950,1.9,2.1,1.84,2.1,3,3,3,3,2017,2017,"Calendar Year (Jan - Dec), 2017"
2223,India,8,Rajasthan,1711,"WELL AT VILLAGE  HARCHANDPUR, VERY NEAR,  BHIWADI TO BHIWADI  INDUSTRIAL AREA, BHIWADI",27,27,7.2,8.2,1160,5300,1.8,2.1,3.2,4.2,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2224,India,8,Rajasthan,1709,"WELL AT VILLAGE SANTHLA  VERY NEAR BHIWADI  INDUSTRIAL AREA, BHIWADI",27,28,7.4,7.8,2300,2400,1.3,2.1,2.2,2.3,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2225,India,8,Rajasthan,3002,"BORE WELL M/S R.C. PALACE  HOTEL, BHIWADI",27,28,7.6,7.9,1080,1100,1.7,2.2,1.5,1.6,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2226,India,8,Rajasthan,2986,"TUBE WELL OF GIRDHARI  LAL, BHITUJA",27,30,7.5,8,15400,16600,1.8,2.2,8,10,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2227,India,8,Rajasthan,2974,"VILLAGE AGYARA, TEHSIL-  RAMGARH, ALWAR",27,29,8.2,8.3,1500,2000,1.3,2.3,1.8,2.1,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2228,India,8,Rajasthan,1712,"WELL AT VILLAGE BHIWADI ,  VERY NEAR, BHIWADI TO  BHIWADI INDUSTRIAL AREA,  BHIWADI",27,28,7.4,7.8,1770,2400,2.1,2.3,2.1,2.1,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2229,India,8,Rajasthan,2018,"VILLAGE VINAYAKIA,  JODHPUR (HUKUM SINGH  RATHORE)",27,40.7,7.4,8.1,6400,8000,2.1,2.3,15,16,3,3,4,4,2016,2016,"Calendar Year (Jan - Dec), 2016"
2230,India,8,Rajasthan,2999,"BORE WELL SH. PREM CHAND, VILLAGE PHALSHA  MODE RIA CHOPNADI",27,28,6.8,7.8,900,1230,1.8,2.4,1.4,1.5,3,3,3,3,2016,2016,"Calendar Year (Jan - Dec), 2016"
2231,India,19,West Bengal,1779,"DANKUNI (NEAR COAL  COMPLEX), WEST BENGAL",27,28,7.6,8.4,635,999,0.2,0.3,0.49,1,4,4,3,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
2232,India,19,West Bengal,2515,"SDO OFFICE, RANAGHAT",27,28,7.3,8.3,571,597,0.3,0.5,0.36,0.43,4,4,3,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
2233,India,19,West Bengal,1774,"TOPSIA CALCUTTA, WEST BENGAL",27,32,7.72,7.81,1676,1994,0.55,0.8,0,0.19,4,4,7,7,2012,2012,"Calendar Year (Jan - Dec), 2012"
2234,India,8,Rajasthan,2025,"NEAR SHREE KALYANESHWAR  MPCBADEV TEMPLE, JAI SINGH PURA KHURD, JAIPUR.",27,27,6.9,6.9,2000,2000,0.9,0.9,2,2,4,4,9,9,2014,2014,"Calendar Year (Jan - Dec), 2014"
2235,India,32,Kerala,2317,PUNNALPETTIPPALAM  (TELLICHERRY MUNICIPALITY,27,28,6,6,222,404,0.9,1,4,7,0,4,9,21,2014,2014,"Calendar Year (Jan - Dec), 2014"
2236,India,8,Rajasthan,1721,"PHED WELL NEAR RAILWAY  LINE JHOTAWARA, JAIPUR",27,29,7.6,7.9,650,2000,1.1,1.1,1.1,1.6,4,4,4,4,2016,2016,"Calendar Year (Jan - Dec), 2016"
2237,India,8,Rajasthan,3001,"BORE WELL SH. BHRAM JEET  SERVICE STATION, BHIWADI, RAJASTHAN",27,27,7.6,8,1780,1800,0.9,1.2,2.68,3,4,4,4,9,2013,2013,"Calendar Year (Jan - Dec), 2013"
2238,India,21,Odisha,1655,"NEAR SEA BEACH, PURI,  ORISSA",27,29,7.4,7.8,690,1802,1.1,1.3,1.97,11.53,2,4,2,8,2012,2012,"Calendar Year (Jan - Dec), 2012"
2502,India,16,Tripura,1734,"GANDHIGRAM, AGARTALA,  TRIPURA",27,28,7.4,7.6,186,210,,,0,0,,,,,2013,2013,"Calendar Year (Jan - Dec), 2013"
2239,India,8,Rajasthan,1713,"WELL AT VILLAGE GATTAL,  NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",27,28,7.8,7.9,1390,1470,0.7,1.3,0.92,1,4,4,4,7,2013,2013,"Calendar Year (Jan - Dec), 2013"
